VideoSource	ColorSource	FlockGroup	FlockSpeed	FlockDistance	EffectOne	ParOne	EffectTwo	ParTwo	LightPattern	LightColor	Titles	Effect	List
0.2677165	0.503937	0.496063	1	0.5984252	0.7244095	0.7559055	0.9370078	0.8818898	1	0.527559	1	0.9370078	0.9370078
