ColorSource	FlockGroup	FlockSpeed	FlockDistance	EffectOne	ParOne	EffectTwo	ParTwo	LightPattern	LightColor	Hue	Saturation
0	0.2125984	1	0.5748032	0.2047244	0.6929134	0.8503937	1	0	0	1	1
