ColorSource	FlockGroup	FlockSpeed	FlockDistance	EffectOne	ParOne	EffectTwo	ParTwo	LightPattern	LightColor	Hue	Saturation
0	0.519685	0.7401575	0.5748032	0.09448819	0.6929134	0.8503937	1	0	0	0.7244095	1
