VideoSource	ColorSource	FlockGroup	FlockSpeed	FlockDistance	EffectOne	ParOne	EffectTwo	ParTwo	LightPattern	LightColor	Titles	Effect	List
0.2677165	0.503937	0.08661418	0.1181102	0.5984252	0.4015748	0.007874016	0.8188977	0.8818898	1	0.527559	0.4094488	1	1
