ColorSource	FlockGroup	FlockSpeed	FlockDistance	EffectOne	ParOne	EffectTwo	ParTwo	LightPattern	LightColor	Titles	Saturation
0.1259843	0.2440945	0.5748032	1	0.4173228	0	1	0	0.1889764	0	0	1
