ColorSource	FlockGroup	FlockSpeed	FlockDistance	EffectOne	ParOne	EffectTwo	ParTwo	LightPattern	LightColor	Hue	Saturation
0	0.3385827	0.5511811	0.5748032	0.2047244	0.6929134	0.04724409	1	0	0	0.8346457	0.992126
