ColorSource	FlockGroup	FlockSpeed	FlockDistance	EffectOne	ParOne	EffectTwo	ParTwo	LightPattern	LightColor	Hue	Saturation
0	0.3307087	0.2834646	0.5748032	0	0.6929134	0.8503937	1	0	0	1	1
