ColorSource	FlockGroup	FlockSpeed	FlockDistance	EffectOne	ParOne	EffectTwo	ParTwo	LightPattern	LightColor	Hue	Saturation
0	0.5354331	1	0.5748032	0.2047244	0.6929134	0.511811	0.519685	0	0	0.7244095	1
