VideoSource	ColorSource	FlockGroup	FlockSpeed	FlockDistance	EffectOne	ParOne	EffectTwo	ParTwo	LightPattern	LightColor	Titles	Effect	List
0.2677165	0.503937	0.527559	0.8661417	0.5984252	0.1259843	0.007874016	0.8188977	0.8818898	1	0.527559	0.8976378	0.9212598	0.9212598
