VideoSource	ColorSource	FlockGroup	FlockSpeed	FlockDistance	EffectOne	ParOne	EffectTwo	ParTwo	LightPattern	LightColor	Titles	Effect	List
0.2677165	0.503937	0.4566929	0.7952756	0.3149606	0.4015748	0.007874016	0.8188977	0.8818898	1	0.06299213	0.7322835	1	1
