VideoSource	ColorSource	FlockGroup	FlockSpeed	FlockDistance	EffectOne	ParOne	EffectTwo	ParTwo	LightPattern	LightColor	Titles	Effect	List
0.2677165	0.503937	0.7795275	1	1	0.2362205	0.007874016	0.519685	0.8818898	1	0.527559	0.6535433	1	1
