VideoSource	ColorSource	FlockGroup	FlockSpeed	FlockDistance	EffectOne	ParOne	EffectTwo	ParTwo	LightPattern	LightColor	Titles	Effect	List
0.2677165	0.503937	0.5590551	0.6141732	0.5984252	0.2362205	0.007874016	0.519685	0.3779528	1	0.527559	0.472441	0.8740157	0.8740157
