VideoSource	ColorSource	FlockGroup	FlockSpeed	FlockDistance	EffectOne	ParOne	EffectTwo	ParTwo	LightPattern	LightColor	Titles	Effect	List
0.2677165	0.503937	0.3464567	0.4094488	0.5984252	0.2362205	0.007874016	0	0.992126	1	0.527559	0.984252	0.984252	0.984252
